id,name,website,industry,description,logo_url,location,region,country,size,founded,tags,product_types,rss_feed_url,linkedin_url,twitter_handle,is_active,created_at,updated_at
529,Pollo Favorito SA (Pofasa),,Poultry,,,,South America,Ecuador,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:15.937Z,2025-12-26T18:43:15.937Z
530,Pollo Industrializado de México,,Poultry,,,,North America,Mexico,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.942Z,2025-12-26T18:43:15.942Z
531,Pollolín,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.946Z,2025-12-26T18:43:15.946Z
532,Pollos Eccus,,Poultry,,,,Caribbean,Dominican Republic,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.950Z,2025-12-26T18:43:15.950Z
533,Pollos El Bucanero,,Poultry,,,,South America,Colombia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.953Z,2025-12-26T18:43:15.953Z
534,Pollos Savicol,,Poultry,,,,South America,Colombia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.956Z,2025-12-26T18:43:15.956Z
535,Pollpar,,Poultry,,,,South America,Paraguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.959Z,2025-12-26T18:43:15.959Z
536,Prairie Star Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:15.962Z,2025-12-26T18:43:15.962Z
537,Prestage Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs"",""turkey""]","[""Table Eggs"",""Turkey""]",,,,true,2025-12-26T18:43:15.965Z,2025-12-26T18:43:15.965Z
538,Prioskolie,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs"",""turkey""]","[""Chicken"",""Egg Products"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.968Z,2025-12-26T18:43:15.968Z
539,Prodhin,,Poultry,,,,South America,Uruguay,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.971Z,2025-12-26T18:43:15.971Z
540,Prodo Group,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.974Z,2025-12-26T18:43:15.974Z
541,Producciones Avícolas El Granjero S.L.,,Poultry,,,,Europe,Spain,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.978Z,2025-12-26T18:43:15.978Z
542,Productora de Huevo Gigantes,,Poultry,,,,North America,Mexico,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:15.982Z,2025-12-26T18:43:15.982Z
543,Pronaca,,Poultry,,,,South America,Ecuador,,,"[""poultry"",""chicken"",""table-eggs"",""turkey""]","[""Chicken"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:15.985Z,2025-12-26T18:43:15.985Z
544,Proteína Animal (PROAN),,Poultry,,,,North America,Mexico,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:15.989Z,2025-12-26T18:43:15.989Z
545,Proteinsa,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.992Z,2025-12-26T18:43:15.992Z
546,Protinal-Proagro CA,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.995Z,2025-12-26T18:43:15.995Z
547,Puro Pollo,,Poultry,,,,South America,Colombia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:15.998Z,2025-12-26T18:43:15.998Z
548,Purolomo - Alibal,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.001Z,2025-12-26T18:43:16.001Z
549,Pyramid Poultry Co.,,Poultry,,,,Africa,Egypt,,,"[""poultry"",""chicken"",""ducks"",""turkey""]","[""Chicken"",""Ducks"",""Turkey""]",,,,false,2025-12-26T18:43:16.004Z,2025-12-26T18:43:16.004Z
550,Qingdao Nine-Alliance Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.007Z,2025-12-26T18:43:16.007Z
551,QL Resources Berhad,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.010Z,2025-12-26T18:43:16.010Z
552,QSR Brands (M) Holdings Sdn Bhd,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.013Z,2025-12-26T18:43:16.013Z
553,Quantum Foods,,Poultry,,,,Africa,South Africa,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.016Z,2025-12-26T18:43:16.016Z
554,Qué Rico,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.020Z,2025-12-26T18:43:16.020Z
555,Radwah Chicken Poultry & Fine Food,,Poultry,,,,Middle East,Saudi Arabia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.024Z,2025-12-26T18:43:16.024Z
556,Ravis,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.028Z,2025-12-26T18:43:16.028Z
557,RCL Foods Ltd.,,Poultry,,,,Africa,South Africa,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.031Z,2025-12-26T18:43:16.031Z
558,Redondos SA,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:16.034Z,2025-12-26T18:43:16.034Z
559,Reftinskaya Poultry Farm,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.037Z,2025-12-26T18:43:16.037Z
560,Rembrandt Enterprises,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.040Z,2025-12-26T18:43:16.040Z
561,Resource Agribusiness Group,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.043Z,2025-12-26T18:43:16.043Z
562,Rico Pollo,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.045Z,2025-12-26T18:43:16.045Z
563,Rongrat,,Poultry,,,,South America,Venezuela,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.048Z,2025-12-26T18:43:16.048Z
564,Rose Acre Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.051Z,2025-12-26T18:43:16.051Z
565,Roskar,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.054Z,2025-12-26T18:43:16.054Z
566,Roth SRL,,Poultry,,,,South America,Argentina,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.058Z,2025-12-26T18:43:16.058Z
567,Rothex SA,,Poultry,,,,South America,Argentina,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.061Z,2025-12-26T18:43:16.061Z
568,Rothkötter-Unternehmensgruppe,,Poultry,,,,Europe,Germany,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.064Z,2025-12-26T18:43:16.064Z
569,Rusgrain Holding,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.068Z,2025-12-26T18:43:16.068Z
570,S&R Egg Farm,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.073Z,2025-12-26T18:43:16.073Z
571,Sadiq Brothers,,Poultry,,,,Asia,Pakistan,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.077Z,2025-12-26T18:43:16.077Z
572,Saha Farms,,Poultry,,,,Asia,Thailand,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.081Z,2025-12-26T18:43:16.081Z
573,Sakku Group,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.084Z,2025-12-26T18:43:16.084Z
574,San Fernando,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken"",""ducks"",""table-eggs"",""turkey""]","[""Chicken"",""Ducks"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:16.087Z,2025-12-26T18:43:16.087Z
575,San Miguel Foods,,Poultry,,,,Asia,Philippines,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.090Z,2025-12-26T18:43:16.090Z
576,Sanderson Farms Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.093Z,2025-12-26T18:43:16.093Z
577,Santa Anita Nápoles,,Poultry,,,,South America,Colombia,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.097Z,2025-12-26T18:43:16.097Z
578,"Santa Maria, C.A.",,Poultry,,,,South America,Venezuela,,,"[""poultry""]",,,,,false,2025-12-26T18:43:16.100Z,2025-12-26T18:43:16.100Z
579,Santiago Eichhorn e Hijos SRL,,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.103Z,2025-12-26T18:43:16.103Z
580,São Salvador Alimentos,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.106Z,2025-12-26T18:43:16.106Z
581,Sasti Kumar Poultry Farm,,Poultry,,,,Asia,India,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.109Z,2025-12-26T18:43:16.109Z
582,Sauder’s Eggs,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.111Z,2025-12-26T18:43:16.111Z
583,Savel,,Poultry,,,,Europe,France,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.114Z,2025-12-26T18:43:16.114Z
584,Scandi Standard,,Poultry,,,,Europe,Sweden,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.117Z,2025-12-26T18:43:16.117Z
585,Schipper Eggs LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.120Z,2025-12-26T18:43:16.120Z
586,Seara,,Poultry,,,,South America,Brazil,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:16.124Z,2025-12-26T18:43:16.124Z
587,Sede América (FABA),,Poultry,,,,South America,Argentina,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.127Z,2025-12-26T18:43:16.127Z
588,Sedima,,Poultry,,,,Africa,Senegal,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.130Z,2025-12-26T18:43:16.130Z
589,Segrasa,,Poultry,,,,Central America,Guatemala,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.134Z,2025-12-26T18:43:16.134Z
590,Sello de Oro,,Poultry,,,,Central America,El Salvador,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.136Z,2025-12-26T18:43:16.136Z
591,Seng Choon Farm,,Poultry,,,,Asia,Singapore,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.139Z,2025-12-26T18:43:16.139Z
592,Şenpiliç Gıda Sanayi,,Poultry,,,,Middle East,Türkiye,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.142Z,2025-12-26T18:43:16.142Z
593,Sensheng Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.145Z,2025-12-26T18:43:16.145Z
594,Sepidmakian,,Poultry,,,,Middle East,Iran,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.148Z,2025-12-26T18:43:16.148Z
595,Servolux,,Poultry,,,,Europe,Belarus,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.151Z,2025-12-26T18:43:16.151Z
596,Severnaya,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.155Z,2025-12-26T18:43:16.155Z
597,Shalimar Group,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.158Z,2025-12-26T18:43:16.158Z
598,Shandong Asia Pacific Zhonghui Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.161Z,2025-12-26T18:43:16.161Z
599,Shandong Backbone Group,,Poultry,,,,Asia,China,,,"[""poultry""]",,,,,false,2025-12-26T18:43:16.164Z,2025-12-26T18:43:16.164Z
600,Shandong Chohe Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.167Z,2025-12-26T18:43:16.167Z
601,Shandong Fengxiang Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.170Z,2025-12-26T18:43:16.170Z
602,Shandong Hemei Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.174Z,2025-12-26T18:43:16.174Z
603,Shandong Minhe Animal Husbandry Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.177Z,2025-12-26T18:43:16.177Z
604,Shandong Qianhu Tianyikong Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.180Z,2025-12-26T18:43:16.180Z
605,Shandong Ronghua Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.183Z,2025-12-26T18:43:16.183Z
606,Shandong Springsnow Food Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.186Z,2025-12-26T18:43:16.186Z
607,Shandong Taihe Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:16.189Z,2025-12-26T18:43:16.189Z
608,Shandong Xiantan Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.192Z,2025-12-26T18:43:16.192Z
609,Shandong Xinhe Shengxiang Food Group Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.195Z,2025-12-26T18:43:16.195Z
610,"Shandong Xinsheng Food Co., Ltd.",,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.197Z,2025-12-26T18:43:16.197Z
611,Shandong Zhongxin Food Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""ducks""]","[""Chicken"",""Ducks""]",,,,false,2025-12-26T18:43:16.200Z,2025-12-26T18:43:16.200Z
612,Shanthi Feeds Pvt Ltd,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.203Z,2025-12-26T18:43:16.203Z
613,Shanxi Daxiang Group Co. Ltd.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.206Z,2025-12-26T18:43:16.206Z
614,Shanxi Jinlong Breeding Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.209Z,2025-12-26T18:43:16.209Z
615,Shenandoah Valley Organic LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.212Z,2025-12-26T18:43:16.212Z
616,Shendan Healthy Food,,Poultry,,,,Asia,China,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.215Z,2025-12-26T18:43:16.215Z
617,Shendi Agricultural Branch Trade Co,,Poultry,,,,Asia,China,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.218Z,2025-12-26T18:43:16.218Z
618,ShenHuang Group,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.222Z,2025-12-26T18:43:16.222Z
619,Shigueno,,Poultry,,,,South America,Brazil,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.225Z,2025-12-26T18:43:16.225Z
620,Sichuan Houquan Ecological Food Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.227Z,2025-12-26T18:43:16.227Z
621,Sichuan Sundaily Farm Ecological Food Co.,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.230Z,2025-12-26T18:43:16.230Z
622,Sigma Supplies (Isinya Feeds Limited),,Poultry,,,,Africa,Kenya,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.234Z,2025-12-26T18:43:16.234Z
623,Simmons Foods Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.237Z,2025-12-26T18:43:16.237Z
624,Simpson's Eggs,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.240Z,2025-12-26T18:43:16.240Z
625,Sinyavskaya Poultry Farm,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.245Z,2025-12-26T18:43:16.245Z
626,Sitno,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.249Z,2025-12-26T18:43:16.249Z
627,SKM Egg Products,,Poultry,,,,Asia,India,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.252Z,2025-12-26T18:43:16.252Z
628,Skylark Group,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.255Z,2025-12-26T18:43:16.255Z
629,Sollio Cooperative Group,,Poultry,,,,North America,Canada,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:16.258Z,2025-12-26T18:43:16.258Z
630,Somai Nordeste,,Poultry,,,,South America,Brazil,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.260Z,2025-12-26T18:43:16.260Z
631,Sopraval,,Poultry,,,,South America,Chile,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,false,2025-12-26T18:43:16.263Z,2025-12-26T18:43:16.263Z
632,Sovereign Food Investments,,Poultry,,,,Africa,South Africa,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.265Z,2025-12-26T18:43:16.265Z
633,Sparboe Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.269Z,2025-12-26T18:43:16.269Z
634,Sprehe Gruppe,,Poultry,,,,Europe,Germany,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:16.272Z,2025-12-26T18:43:16.272Z
635,Suguna Foods,,Poultry,,,,Asia,India,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.275Z,2025-12-26T18:43:16.275Z
636,Sunrise Acres Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.279Z,2025-12-26T18:43:16.279Z
637,Sunrise Farms Inc.,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.281Z,2025-12-26T18:43:16.281Z
638,Sunrise Farms LLC,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.284Z,2025-12-26T18:43:16.284Z
639,Supreme Poultry (South Africa),,Poultry,,,,Africa,South Africa,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.287Z,2025-12-26T18:43:16.287Z
640,Sverdlovsk,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.291Z,2025-12-26T18:43:16.291Z
641,Talentis Agro Zrt,,Poultry,,,,Europe,Hungary,,,"[""poultry"",""table-eggs"",""turkey""]","[""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:16.293Z,2025-12-26T18:43:16.293Z
642,Tamago & Co. Inc. (Ise Inc.),,Poultry,,,,Asia,Japan,,,"[""poultry"",""chicken"",""egg-products"",""table-eggs""]","[""Chicken"",""Egg Products"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.297Z,2025-12-26T18:43:16.297Z
643,Tanmiah Food Group,,Poultry,,,,Middle East,Saudi Arabia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.300Z,2025-12-26T18:43:16.300Z
644,Técnica Avícola,,Poultry,,,,South America,Peru,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.303Z,2025-12-26T18:43:16.303Z
645,Tegel Foods,,Poultry,,,,Oceania,New Zealand,,,"[""poultry"",""chicken"",""turkey""]","[""Chicken"",""Turkey""]",,,,false,2025-12-26T18:43:16.307Z,2025-12-26T18:43:16.307Z
646,Telos SA,,Poultry,,,,South America,Argentina,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.310Z,2025-12-26T18:43:16.310Z
647,Teo Seng Capital Bhd.,,Poultry,,,,Asia,Malaysia,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,false,2025-12-26T18:43:16.313Z,2025-12-26T18:43:16.313Z
648,Terrena,,Poultry,,,,Europe,France,,,"[""poultry"",""chicken"",""ducks"",""table-eggs"",""turkey""]","[""Chicken"",""Ducks"",""Table Eggs"",""Turkey""]",,,,false,2025-12-26T18:43:16.316Z,2025-12-26T18:43:16.316Z
649,Thai Foods Group,,Poultry,,,,Asia,Thailand,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.320Z,2025-12-26T18:43:16.320Z
650,The Arab Qatari Co. for Poultry Production,,Poultry,,,,Middle East,Qatar,,,"[""poultry"",""chicken"",""table-eggs""]","[""Chicken"",""Table Eggs""]",,,,false,2025-12-26T18:43:16.323Z,2025-12-26T18:43:16.323Z
651,The Best Dressed Chicken,,Poultry,,,,North America,United States,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,true,2025-12-26T18:43:16.325Z,2025-12-26T18:43:16.325Z
652,The Golden Cockerel Group,,Poultry,,,,Oceania,Australia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.328Z,2025-12-26T18:43:16.328Z
653,The Happy Egg Co.,,Poultry,,,,North America,United States,,,"[""poultry"",""table-eggs""]","[""Table Eggs""]",,,,true,2025-12-26T18:43:16.331Z,2025-12-26T18:43:16.331Z
654,The Union for Agricultural Development and Slaughtering,,Poultry,,,,Middle East,Jordan,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.335Z,2025-12-26T18:43:16.335Z
655,Tileo S.A. (Avícola El Poyote),,Poultry,,,,South America,Uruguay,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.338Z,2025-12-26T18:43:16.338Z
656,Tip-Top Industrial,,Poultry,,,,Central America,Nicaragua,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.341Z,2025-12-26T18:43:16.341Z
657,Trillium Farm Holdings,,Poultry,,,,North America,United States,,,"[""poultry"",""egg-products"",""table-eggs""]","[""Egg Products"",""Table Eggs""]",,,,true,2025-12-26T18:43:16.345Z,2025-12-26T18:43:16.345Z
658,TRUST Ptitsevodcheskiy Aktivi,,Poultry,,,,Europe,Russia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.348Z,2025-12-26T18:43:16.348Z
659,Turkey Valley Farms,,Poultry,,,,North America,United States,,,"[""poultry"",""turkey""]","[""Turkey""]",,,,true,2025-12-26T18:43:16.351Z,2025-12-26T18:43:16.351Z
660,Turosi,,Poultry,,,,Oceania,Australia,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.354Z,2025-12-26T18:43:16.354Z
661,Tyson China,,Poultry,,,,Asia,China,,,"[""poultry"",""chicken""]","[""Chicken""]",,,,false,2025-12-26T18:43:16.357Z,2025-12-26T18:43:16.357Z
